pb_acc	gene
ENSMUST00000059352.3	Lmod1
ENSMUST00000059498.12	Edem3
ENSMUST00000059607.8	Teddm2
ENSMUST00000059676.5	Aqp12
ENSMUST00000059743.12	Ube2f
ENSMUST00000059754.3	Or10j2
ENSMUST00000059794.4	Nhlh1
ENSMUST00000059825.12	Crb1
ENSMUST00000059937.5	Gm597
ENSMUST00000059975.8	Fam174a
ENSMUST00000059980.11	Rpl37a
ENSMUST00000060041.7	Ccdc185
ENSMUST00000060298.15	4930523C07Rik
ENSMUST00000060404.5	Tor1aip2
ENSMUST00000060479.14	Ush2a
ENSMUST00000060608.13	Cyp20a1
ENSMUST00000060693.5	Or6n1
ENSMUST00000060833.14	Gpa33
ENSMUST00000060913.8	Dusp28
ENSMUST00000061047.7	Phlpp1
ENSMUST00000061093.7	Slc30a10
ENSMUST00000061280.17	Pcmtd1
ENSMUST00000061334.10	Mars2
ENSMUST00000061421.4	Mettl21c
ENSMUST00000061497.9	Cryga
ENSMUST00000061512.5	Map3k19
ENSMUST00000061537.13	2810025M15Rik
ENSMUST00000061611.15	Rps6kc1
ENSMUST00000061620.17	Unc80
ENSMUST00000061835.10	Vsig8
ENSMUST00000061878.5	Klhdc9
ENSMUST00000061990.5	Or10z1
ENSMUST00000062085.6	Hsfy2
ENSMUST00000062108.10	Ikbke
ENSMUST00000062159.9	1600012P17Rik
ENSMUST00000062202.14	Sned1
ENSMUST00000062264.8	Nucks1
ENSMUST00000062289.11	Bend6
ENSMUST00000062353.12	Or6b3
ENSMUST00000062387.8	Kcnj9
ENSMUST00000062483.15	Gli2
ENSMUST00000062525.11	Rnf149
ENSMUST00000062528.9	Cdh20
ENSMUST00000062557.4	1700101I19Rik
ENSMUST00000062560.14	Lgsn
ENSMUST00000062665.4	Or10aa3
ENSMUST00000062964.5	Or9s27
ENSMUST00000063030.4	Or6k6
ENSMUST00000063059.5	Gm6195
ENSMUST00000063199.13	Ralgps2
ENSMUST00000063380.11	Agfg1
ENSMUST00000063594.13	Nrp2
ENSMUST00000063663.6	B3gat2
ENSMUST00000063719.15	Tmem9
ENSMUST00000063982.7	Fzd5
ENSMUST00000064091.12	Ptpn4
ENSMUST00000064272.10	B4galt3
ENSMUST00000064309.9	Dars1
ENSMUST00000064341.9	Sp140l2
ENSMUST00000064438.11	Pbx1
ENSMUST00000064480.7	Gpr35
ENSMUST00000064664.10	Rab7b
ENSMUST00000064679.9	Rab7b
ENSMUST00000064725.11	Serpinc1
ENSMUST00000064771.12	Swt1
ENSMUST00000064788.14	A630001G21Rik
ENSMUST00000064916.9	Serpinb2
ENSMUST00000064950.11	Dedd
ENSMUST00000064976.6	Tfap2b
ENSMUST00000065373.6	Tmem70
ENSMUST00000065403.7	Daw1
ENSMUST00000065420.12	Hjurp
ENSMUST00000065425.12	Spag16
ENSMUST00000065436.10	Daw1
ENSMUST00000065469.3	Gm9898
ENSMUST00000065573.14	Gpatch2
ENSMUST00000065587.5	Ackr3
ENSMUST00000065625.12	Trmt1l
ENSMUST00000065648.15	Tor1aip2
ENSMUST00000065679.8	Slamf8
ENSMUST00000065694.8	Dis3l2
ENSMUST00000065709.13	Gas5
ENSMUST00000065767.9	Poglut2
ENSMUST00000065900.10	Hhipl2
ENSMUST00000065941.12	Usp21
ENSMUST00000065967.14	Pld5
ENSMUST00000066196.2	Gm9915
ENSMUST00000066241.7	Gm5705
ENSMUST00000066279.11	Sh3bp4
ENSMUST00000066374.14	Mpp4
ENSMUST00000066427.11	Sp100
ENSMUST00000066632.14	Angel2
ENSMUST00000066668.14	Dnpep
ENSMUST00000066859.13	Cfh
ENSMUST00000066863.13	Pfkfb2
ENSMUST00000066986.13	Zfp142
ENSMUST00000066988.2	A430110L20Rik
ENSMUST00000067178.14	Vwa3b
ENSMUST00000067398.13	Mdm4
ENSMUST00000067414.13	Nav1
ENSMUST00000067429.10	Mdm4
ENSMUST00000067468.6	Gm4793
ENSMUST00000067599.2	Gm9947
ENSMUST00000067625.9	Glrp1
ENSMUST00000067916.13	Plcd4
ENSMUST00000067976.9	Ppp2r5a
ENSMUST00000068000.10	Kctd18
ENSMUST00000068116.13	Lrrfip1
ENSMUST00000068143.9	Gm29344
ENSMUST00000068167.13	Lrrfip1
ENSMUST00000068168.10	Kansl1l
ENSMUST00000068275.13	Nyap2
ENSMUST00000068304.13	Ncoa2
ENSMUST00000068333.14	Farsb
ENSMUST00000068403.4	Or6k2
ENSMUST00000068437.13	Smyd3
ENSMUST00000068505.10	Capn2
ENSMUST00000068564.15	Rassf5
ENSMUST00000068584.7	Cd48
ENSMUST00000068613.5	Fam72a
ENSMUST00000068631.4	Fev
ENSMUST00000068681.12	Ngef
ENSMUST00000068705.13	Mpzl1
ENSMUST00000068725.10	Mtarc2
ENSMUST00000068791.11	Eif2d
ENSMUST00000068805.14	Eif2d
ENSMUST00000068875.5	Apobec4
ENSMUST00000068878.14	Ly9
ENSMUST00000068880.14	Paqr8
ENSMUST00000069142.12	Akr1cl
ENSMUST00000069293.10	Dnah7b
ENSMUST00000069333.8	Cflar
ENSMUST00000069568.4	Desi2
ENSMUST00000069573.6	1700034H15Rik
ENSMUST00000069609.12	Pou2f1
ENSMUST00000069620.10	Per2
ENSMUST00000069652.8	Rab3gap2
ENSMUST00000069792.14	Nab1
ENSMUST00000069799.3	Irs1
ENSMUST00000070048.4	Gm9991
ENSMUST00000070181.7	Itpkb
ENSMUST00000070200.15	Pla2g4a
ENSMUST00000070223.6	Khdc1c
ENSMUST00000070330.14	Dnm3
ENSMUST00000070533.5	Xkr4
ENSMUST00000070699.15	Pign
ENSMUST00000070758.10	Mpz
ENSMUST00000070898.6	Neu2
ENSMUST00000070968.14	Stat1
ENSMUST00000070987.8	Gm5533
ENSMUST00000071064.13	Insig2
ENSMUST00000071087.12	Cspp1
ENSMUST00000071521.3	Or6b2b
ENSMUST00000071718.12	Prdx6
ENSMUST00000071842.10	Gm5828
ENSMUST00000071985.6	Slco4c1
ENSMUST00000072079.9	Rrs1
ENSMUST00000072177.14	Nuak2
ENSMUST00000072235.10	1700019A02Rik
ENSMUST00000072395.3	Or10j7
ENSMUST00000072863.6	Pbx1
ENSMUST00000072886.11	Sctr
ENSMUST00000072999.13	Inpp5d
ENSMUST00000073025.12	Mff
ENSMUST00000073049.7	Ugt1a1
ENSMUST00000073120.11	Ppox
ENSMUST00000073179.6	Ppp1r14bl
ENSMUST00000073196.4	Gm2710
ENSMUST00000073252.9	Chrnd
ENSMUST00000073279.13	Rcor3
ENSMUST00000073350.13	Ctse
ENSMUST00000073441.13	Smg7
ENSMUST00000073490.7	Lct
ENSMUST00000073527.13	Thsd7b
ENSMUST00000073663.3	Or10j27
ENSMUST00000073748.4	Or9s15
ENSMUST00000073772.5	Ugt1a9
ENSMUST00000074144.11	Dcaf8
ENSMUST00000074357.8	Rnpep
ENSMUST00000074525.10	Gulp1
ENSMUST00000074622.11	Brinp3
ENSMUST00000074783.12	Hmcn1
ENSMUST00000074859.3	Or9s23
ENSMUST00000074945.8	Agap1
ENSMUST00000075144.12	Nrp2
ENSMUST00000075164.11	Kif21b
ENSMUST00000075242.7	Hspe1
ENSMUST00000075329.3	Or10x4
ENSMUST00000075374.10	Pard3b
ENSMUST00000075451.12	Cr1l
ENSMUST00000075469.12	Nr1i3
ENSMUST00000075805.13	Prrx1
ENSMUST00000075895.9	Pex19
ENSMUST00000075968.14	Cnih4
ENSMUST00000076110.11	Rnf2
ENSMUST00000076314.6	Gm5528
ENSMUST00000076362.12	Eif4e2
ENSMUST00000076521.7	Irf6
ENSMUST00000076587.6	Ptp4a1
ENSMUST00000076687.12	Cdc42bpa
ENSMUST00000076828.2	Gm5265
ENSMUST00000076894.11	Cop1
ENSMUST00000076952.12	Nsl1
ENSMUST00000076997.13	Uxs1
ENSMUST00000077111.5	Gm6028
ENSMUST00000077225.8	Zbtb18
ENSMUST00000077309.3	Gm4953
ENSMUST00000077340.14	Rnpep
ENSMUST00000077355.12	Map2
ENSMUST00000077630.7	Gm28392
ENSMUST00000077642.12	Kifap3
ENSMUST00000077730.7	Pik3c2b
ENSMUST00000077755.11	Arpc5
ENSMUST00000077772.12	Sag
ENSMUST00000077889.8	Spata45
ENSMUST00000077946.12	Dock10
ENSMUST00000077985.4	Gpbar1
ENSMUST00000078030.5	Gm6104
ENSMUST00000078259.8	Nsl1
ENSMUST00000078307.7	Lyg2
ENSMUST00000078308.13	Rasal2
ENSMUST00000078332.13	Mff
ENSMUST00000078470.12	Kcnh1
ENSMUST00000078719.13	Enah
ENSMUST00000078825.5	Fcgr4
ENSMUST00000078844.9	Pantr1
ENSMUST00000078874.14	Mpp4
ENSMUST00000078878.14	Mrps14
ENSMUST00000079205.14	Chpf
ENSMUST00000079451.13	Kcnk2
ENSMUST00000079464.13	Tuba4a
ENSMUST00000079625.11	Tor3a
ENSMUST00000079721.9	En1
ENSMUST00000079790.5	Or9s14
ENSMUST00000079957.12	Fcer1g
ENSMUST00000079998.13	Tyw5
ENSMUST00000080001.9	Ufc1
ENSMUST00000080138.13	Acbd6
ENSMUST00000080167.11	Rufy4
ENSMUST00000080204.11	Sp140
ENSMUST00000080664.14	Eya1
ENSMUST00000080671.8	Gm20302
ENSMUST00000080831.4	Or6k14
ENSMUST00000081026.11	H3f3a
ENSMUST00000081103.12	Fcgr2b
ENSMUST00000081104.10	Timm17a
ENSMUST00000081154.14	Pikfyve
ENSMUST00000081180.7	Cox5b
ENSMUST00000081216.12	Ifi203
ENSMUST00000081274.6	Or9s13
ENSMUST00000081277.9	Serpinb12
ENSMUST00000081455.6	Cbx3-ps7
ENSMUST00000081488.3	Gm6462
ENSMUST00000081527.3	Alyref2
ENSMUST00000081544.14	Rims1
ENSMUST00000081551.14	Tcea1
ENSMUST00000081560.5	Sdhc
ENSMUST00000081636.13	Prkag3
ENSMUST00000081677.12	Ppil3
ENSMUST00000081713.11	Ncoa2
ENSMUST00000081851.4	Tmeff2
ENSMUST00000082032.14	Gm4956
ENSMUST00000082060.10	Chi3l1
ENSMUST00000082125.6	Nuak2
ENSMUST00000082158.13	Dnajb2
ENSMUST00000082225.13	Pou2f1
ENSMUST00000082321.9	Cr2
ENSMUST00000082506.3	Gas5
ENSMUST00000082882.3	Gas5
ENSMUST00000082903.3	Ncl
ENSMUST00000083034.3	Gas5
ENSMUST00000083099.3	B930036N10Rik
ENSMUST00000083226.3	Gas5
ENSMUST00000083294.3	Gas5
ENSMUST00000083478.5	A330023F24Rik
ENSMUST00000083524.3	Mir181a-1hg
ENSMUST00000083546.3	Lincmd1
ENSMUST00000083582.3	Dnm3os
ENSMUST00000083599.3	Mir205hg
ENSMUST00000083614.3	A330023F24Rik
ENSMUST00000083625.3	Lincmd1
ENSMUST00000083628.3	2010103J01Rik
ENSMUST00000083631.3	Mir181a-1hg
ENSMUST00000083633.3	Gm27028
ENSMUST00000083695.4	Gm24826
ENSMUST00000083801.3	Gas5
ENSMUST00000085555.7	Utp25
ENSMUST00000085589.3	Gm6177
ENSMUST00000085632.4	Rpl23a-ps1
ENSMUST00000085633.12	Tatdn3
ENSMUST00000085635.6	Flvcr1
ENSMUST00000085678.8	Kctd3
ENSMUST00000085724.5	Susd4
ENSMUST00000085797.6	Lefty2
ENSMUST00000085804.11	Lin9
ENSMUST00000085861.3	Or6y1
ENSMUST00000085862.2	Or10x1
ENSMUST00000085876.12	Ifi208
ENSMUST00000085885.5	Or10j28-ps1
ENSMUST00000085894.12	Cfap45
ENSMUST00000085912.10	Igsf8
ENSMUST00000085913.11	Atp1a2
ENSMUST00000085919.3	Gm7493
ENSMUST00000085992.4	Styxl2
ENSMUST00000086002.11	Cd247
ENSMUST00000086028.6	Nme7
ENSMUST00000086032.4	Blzf1
ENSMUST00000086040.6	F5
ENSMUST00000086074.12	Dnm3
ENSMUST00000086084.2	Tnfsf18
ENSMUST00000086130.9	Sec16b
ENSMUST00000086153.8	Fam20b
ENSMUST00000086195.7	Zfp648
ENSMUST00000086199.12	Glul
ENSMUST00000086209.10	Rnasel
ENSMUST00000086267.6	Niban1
ENSMUST00000086395.7	Gpr25
ENSMUST00000086421.9	Nck2
ENSMUST00000086430.5	Col5a2
ENSMUST00000086444.6	Ppp1r12b
ENSMUST00000086465.6	Adora1
ENSMUST00000086475.3	Chit1
ENSMUST00000086521.11	Cntn2
ENSMUST00000086535.12	Rpl31
ENSMUST00000086556.12	Elk4
ENSMUST00000086559.7	Slc41a1
ENSMUST00000086596.2	Rpl31-ps9
ENSMUST00000086614.12	Zranb3
ENSMUST00000086690.6	Serpinb7
ENSMUST00000086694.11	Serpinb3b
ENSMUST00000086701.13	Serpinb5
ENSMUST00000086721.10	Relch
ENSMUST00000086738.10	Cntnap5b
ENSMUST00000086739.6	Gm10566
ENSMUST00000086819.12	Kif1a
ENSMUST00000086837.2	Or6b2
ENSMUST00000086843.11	Asb1
ENSMUST00000086851.2	Hes6
ENSMUST00000086861.12	Erfe
ENSMUST00000086882.8	Asb18
ENSMUST00000086975.7	Gpr55
ENSMUST00000087050.7	Col4a4
ENSMUST00000087086.7	Pax3
ENSMUST00000087122.12	Speg
ENSMUST00000087183.11	Stk36
ENSMUST00000087186.11	Stk36
ENSMUST00000087215.7	Cnot9
ENSMUST00000087225.6	Pnkd
ENSMUST00000087226.11	Pnkd
ENSMUST00000087268.7	Abca12
ENSMUST00000087359.6	Cryge
ENSMUST00000087366.11	Creb1
ENSMUST00000087374.10	Adam23
ENSMUST00000087435.7	Bmpr2
ENSMUST00000087475.11	Tmem237
ENSMUST00000087521.13	Nif3l1
ENSMUST00000087585.10	Boll
ENSMUST00000087617.11	Coq10b
ENSMUST00000087659.11	Hecw2
ENSMUST00000087701.4	Mfsd6
ENSMUST00000087883.13	Col3a1
ENSMUST00000087933.10	Tpp2
ENSMUST00000088029.8	Nms
ENSMUST00000088072.10	Tsga10
ENSMUST00000088174.4	Hs6st1
ENSMUST00000088287.10	Rab23
ENSMUST00000088310.10	Phf3
ENSMUST00000088336.3	Gm10222
ENSMUST00000088349.3	Col9a1
ENSMUST00000088407.4	Khdc1a
ENSMUST00000088448.12	Pkhd1
ENSMUST00000088463.2	Defb41
ENSMUST00000088476.5	Pi15
ENSMUST00000088542.4	Xkr9
ENSMUST00000088585.10	Sulf1
ENSMUST00000088615.11	Arfgef1
ENSMUST00000088648.5	Gm29486
ENSMUST00000088658.11	Mybl1
ENSMUST00000088666.4	Vxn
ENSMUST00000088784.6	Rpl27-ps1
ENSMUST00000088904.10	Espnl
ENSMUST00000090293.11	Raph1
ENSMUST00000090313.5	Dytn
ENSMUST00000090406.6	Ifi214
ENSMUST00000091374.9	Sumo1
ENSMUST00000093486.10	Lhx9
ENSMUST00000093501.10	A530040E14Rik
ENSMUST00000093506.12	Sp140l2
ENSMUST00000093508.7	Sp110
ENSMUST00000093618.3	Dnm3os
ENSMUST00000094273.10	Catspere2
ENSMUST00000094276.5	Zbtb18
ENSMUST00000094288.10	Wdr64
ENSMUST00000094303.6	Fcrl6
ENSMUST00000094325.5	Nectin4
ENSMUST00000094337.2	Fcrlb
ENSMUST00000094348.4	Ccdc190
ENSMUST00000094477.4	Odr4
ENSMUST00000094489.5	Cfhr2
ENSMUST00000094505.6	Dennd1b
ENSMUST00000094551.5	Sox13
ENSMUST00000094556.3	Ren1
ENSMUST00000094557.7	Golt1a
ENSMUST00000094569.11	Nfasc
ENSMUST00000094609.10	Nckap5
ENSMUST00000094610.5	Nckap5
ENSMUST00000094626.5	Cdh19
ENSMUST00000094646.6	Vps4b
ENSMUST00000094663.4	Gal3st2
ENSMUST00000094698.2	Rbm44
ENSMUST00000094774.5	Sp110-ps1
ENSMUST00000094818.4	Chpf
ENSMUST00000094844.4	Cfap65
ENSMUST00000094898.5	Ccnyl1
ENSMUST00000094906.4	Pard3b
ENSMUST00000094917.10	Tmem237
ENSMUST00000094964.7	Dnah7a
ENSMUST00000095014.8	Tgfbrap1
ENSMUST00000095020.9	Il1rl2
ENSMUST00000095027.9	Aff3
ENSMUST00000095050.5	Gm19680
ENSMUST00000095062.10	Lmbrd1
ENSMUST00000095075.5	Crispld1
ENSMUST00000096427.6	Gm17415
ENSMUST00000096608.5	Mroh9
ENSMUST00000097080.4	C2cd6
ENSMUST00000097103.5	Gm8420
ENSMUST00000097193.3	Mrps14
ENSMUST00000097442.9	Ptpn14
ENSMUST00000097443.10	Gpatch2
ENSMUST00000097444.2	Gm10517
ENSMUST00000097446.9	Dnah14
ENSMUST00000097448.3	H3f3aos
ENSMUST00000097450.10	Cdc42bpa
ENSMUST00000097453.9	Cdc42bpa
ENSMUST00000097454.3	Gm10518
ENSMUST00000097458.4	Kmo
ENSMUST00000097462.9	Ifi213
ENSMUST00000097463.11	Ifi214
ENSMUST00000097464.4	Atp1a2
ENSMUST00000097466.3	Gm10521
ENSMUST00000097467.8	Dedd
ENSMUST00000097470.4	Sh2d1b2
ENSMUST00000097471.4	Pbx1
ENSMUST00000097473.10	Tmco1
ENSMUST00000097474.9	Rcsd1
ENSMUST00000097491.10	Sell
ENSMUST00000097493.10	Firrm
ENSMUST00000097513.4	4930523C07Rik
ENSMUST00000097514.8	Gm10530
ENSMUST00000097526.3	Tor1aip2
ENSMUST00000097527.10	Tor1aip1
ENSMUST00000097529.5	Acbd6
ENSMUST00000097531.4	Gm5532
ENSMUST00000097535.11	E330020D12Rik
ENSMUST00000097536.6	Arpc5
ENSMUST00000097541.10	Niban1
ENSMUST00000097543.8	Ivns1abp
ENSMUST00000097546.9	Odr4
ENSMUST00000097547.10	Odr4
ENSMUST00000097561.9	Csrp1
ENSMUST00000097570.3	Gm8618
ENSMUST00000097588.9	Srgap2
ENSMUST00000097597.7	Zranb3
ENSMUST00000097625.10	Pam
ENSMUST00000097632.5	Gal3st2c
ENSMUST00000097633.10	D2hgdh
ENSMUST00000097642.4	Cops9
ENSMUST00000097644.9	Hdac4
ENSMUST00000097648.6	Ramp1
ENSMUST00000097649.10	Lrrfip1
ENSMUST00000097650.10	Lrrfip1
ENSMUST00000097653.11	Col6a3
ENSMUST00000097656.10	Asb18
ENSMUST00000097659.5	Ugt1a5
ENSMUST00000097666.4	Cab39
ENSMUST00000097669.2	Gm10553
ENSMUST00000097672.4	Fbxo36
ENSMUST00000097694.11	Retreg2
ENSMUST00000097697.8	Catip
ENSMUST00000097698.5	Pecr
ENSMUST00000097699.3	Apol7d
ENSMUST00000097707.5	Pikfyve
ENSMUST00000097709.11	Idh1
ENSMUST00000097713.2	Plekhm3
ENSMUST00000097717.9	Adam23
ENSMUST00000097718.10	Ino80d
ENSMUST00000097720.4	Ctla4
ENSMUST00000097722.9	Cflar
ENSMUST00000097723.3	Cflar
ENSMUST00000097724.10	Hycc2
ENSMUST00000097732.11	Tyw5
ENSMUST00000097739.5	Pgap1
ENSMUST00000097741.3	Hecw2
ENSMUST00000097772.10	Il1rl1
ENSMUST00000097776.4	Cnnm3
ENSMUST00000097778.9	Arid5a
ENSMUST00000097785.10	Dst
ENSMUST00000097786.10	Dst
ENSMUST00000097801.4	4931408C20Rik
ENSMUST00000097808.9	Rims1
ENSMUST00000097809.11	Rims1
ENSMUST00000097817.4	Defb41
ENSMUST00000097818.2	Defb18
ENSMUST00000097824.3	Tcf24
ENSMUST00000097826.6	Sgk3
ENSMUST00000097832.2	4732440D04Rik
ENSMUST00000102782.4	Rpl35rt
ENSMUST00000102822.9	Nrp2
ENSMUST00000102827.4	Icos
ENSMUST00000104032.3	Gas5
ENSMUST00000104170.3	Nop58
ENSMUST00000104983.2	Rbm8a2
ENSMUST00000104984.4	Chml
ENSMUST00000105082.9	Plekha6
ENSMUST00000105087.2	Gm3940
ENSMUST00000106899.4	Cxcr2
ENSMUST00000108044.4	Il18r1
ENSMUST00000109166.8	Aida
ENSMUST00000110279.4	Prox1os
ENSMUST00000110797.2	Gm8818
ENSMUST00000110798.5	Gm4204
ENSMUST00000110815.9	Cd34
ENSMUST00000110831.4	A130010J15Rik
ENSMUST00000110844.3	Kcnh1
ENSMUST00000110849.10	Rcor3
ENSMUST00000110855.8	Lpgat1
ENSMUST00000110856.8	Lpgat1
ENSMUST00000110891.8	Tatdn3
ENSMUST00000110893.10	Tatdn3
ENSMUST00000110899.7	Angel2
ENSMUST00000110938.2	Esrrg
ENSMUST00000110939.8	Esrrg
ENSMUST00000110943.9	Gpatch2
ENSMUST00000110945.4	Spata17
ENSMUST00000110965.2	Bpnt1
ENSMUST00000110974.4	Iars2
ENSMUST00000110975.8	Iars2
ENSMUST00000111018.2	Srp9
ENSMUST00000111024.10	Enah
ENSMUST00000111030.6	Enah
ENSMUST00000111057.2	Cnih4
ENSMUST00000111059.2	Cnih4
ENSMUST00000111068.8	Ephx1
ENSMUST00000111104.2	Psen2
ENSMUST00000111105.8	Psen2
ENSMUST00000111106.8	Psen2
ENSMUST00000111108.10	Psen2
ENSMUST00000111117.8	Cdc42bpa
ENSMUST00000111134.2	Smyd3
ENSMUST00000111159.2	Akt3
ENSMUST00000111160.9	Akt3
ENSMUST00000111166.2	Pld5
ENSMUST00000111167.2	Pld5
ENSMUST00000111214.4	Ifi204
ENSMUST00000111220.8	Cadm3
ENSMUST00000111224.5	Mptx2
ENSMUST00000111228.2	Tagln2
ENSMUST00000111230.8	Tagln2
ENSMUST00000111235.8	Igsf9
ENSMUST00000111243.2	Atp1a4
ENSMUST00000111247.8	Pea15a
ENSMUST00000111252.4	Pex19
ENSMUST00000111263.9	Vangl2
ENSMUST00000111264.8	Vangl2
ENSMUST00000111276.9	Slamf7
ENSMUST00000111277.2	Ly9
ENSMUST00000111286.9	Nectin4
ENSMUST00000111289.8	Nit1
ENSMUST00000111295.8	Nit1
ENSMUST00000111296.8	Nit1
ENSMUST00000111299.8	Dedd
ENSMUST00000111300.8	Dedd
ENSMUST00000111302.4	Ufc1
ENSMUST00000111305.8	Usp21
ENSMUST00000111313.10	B4galt3
ENSMUST00000111314.2	Adamts4
ENSMUST00000111315.9	Adamts4
ENSMUST00000111318.8	Ndufs2
ENSMUST00000111319.2	Apoa2
ENSMUST00000111320.8	Apoa2
ENSMUST00000111321.8	Apoa2
ENSMUST00000111326.8	Tomm40l
ENSMUST00000111327.8	Tomm40l
ENSMUST00000111328.8	Nr1i3
ENSMUST00000111332.2	Pcp4l1
ENSMUST00000111334.2	Mpz
ENSMUST00000111336.10	Sdhc
ENSMUST00000111350.10	Uap1
ENSMUST00000111351.10	Uap1
ENSMUST00000111353.4	Hsd17b7
ENSMUST00000111357.2	Rgs4
ENSMUST00000111368.8	Nuf2
ENSMUST00000111377.8	Lmx1a
ENSMUST00000111380.2	Rxrg
ENSMUST00000111384.8	Rxrg
ENSMUST00000111386.8	Rxrg
ENSMUST00000111416.7	Ildr2
ENSMUST00000111426.11	Pou2f1
ENSMUST00000111427.9	Pou2f1
ENSMUST00000111429.11	Pou2f1
ENSMUST00000111432.10	Creg1
ENSMUST00000111435.9	Mpzl1
ENSMUST00000111439.8	Adcy10
ENSMUST00000111440.8	Adcy10
ENSMUST00000111450.3	Gpr161
ENSMUST00000111490.2	Mettl18
ENSMUST00000111510.8	Fmo2
ENSMUST00000111518.3	Fmo1
ENSMUST00000111525.8	Fmo4
ENSMUST00000111594.3	Pigc
ENSMUST00000111608.8	Ankrd45
ENSMUST00000111611.8	Klhl20
ENSMUST00000111618.8	Cenpl
ENSMUST00000111620.10	Cenpl
ENSMUST00000111669.9	Tnr
ENSMUST00000111700.8	Sec16b
ENSMUST00000111720.2	Angptl1
ENSMUST00000111754.9	Tor1aip2
ENSMUST00000111757.10	Tor1aip2
ENSMUST00000111764.8	Qsox1
ENSMUST00000111774.2	Xpr1
ENSMUST00000111775.8	Xpr1
ENSMUST00000111810.2	Rgs8
ENSMUST00000111812.8	Rgs8
ENSMUST00000111814.8	Rgs8
ENSMUST00000111815.8	Rgs8
ENSMUST00000111836.4	Smg7
ENSMUST00000111857.3	Rgl1
ENSMUST00000111859.8	Rgl1
ENSMUST00000111875.2	Niban1
ENSMUST00000111883.9	Swt1
ENSMUST00000111887.10	Ivns1abp
ENSMUST00000111913.9	Odr4
ENSMUST00000111926.9	Pla2g4a
ENSMUST00000111941.2	Rgs13
ENSMUST00000111957.10	Glrx2
ENSMUST00000111976.9	Cfh
ENSMUST00000111977.8	Cfh
ENSMUST00000111986.8	Cfhr4
ENSMUST00000111989.9	Cfhr4
ENSMUST00000112025.3	2310009B15Rik
ENSMUST00000112026.4	Lhx9
ENSMUST00000112030.9	Lhx9
ENSMUST00000112036.5	Ptprc
ENSMUST00000112046.2	Zfp281
ENSMUST00000112064.8	Cacna1s
ENSMUST00000112068.10	Cacna1s
ENSMUST00000112087.9	Tnnt2
ENSMUST00000112103.2	Nav1
ENSMUST00000112163.2	Ppp1r12b
ENSMUST00000112197.3	Kdm5b
ENSMUST00000112198.3	Kdm5b
ENSMUST00000112232.8	Klhl12
ENSMUST00000112237.2	Adipor1
ENSMUST00000112264.2	Atp2b4
ENSMUST00000112287.2	Ren1
ENSMUST00000112357.9	Lemd1
ENSMUST00000112365.9	Mfsd4a
ENSMUST00000112370.9	Mfsd4a
ENSMUST00000112386.8	Rab29
ENSMUST00000112393.9	Pm20d1
ENSMUST00000112411.2	Ctse
ENSMUST00000112442.2	Rassf5
ENSMUST00000112446.9	Eif2d
ENSMUST00000112465.2	Il19
ENSMUST00000112477.9	Fcamr
ENSMUST00000112488.9	Cd55b
ENSMUST00000112538.4	Zranb3
ENSMUST00000112570.2	Ccnt2
ENSMUST00000112583.8	Nckap5
ENSMUST00000112603.4	Dpp10
ENSMUST00000112606.8	Dpp10
ENSMUST00000112621.2	Ccdc93
ENSMUST00000112639.8	Steap3
ENSMUST00000112640.8	Steap3
ENSMUST00000112641.8	Steap3
ENSMUST00000112643.2	Steap3
ENSMUST00000112644.9	3110009E18Rik
ENSMUST00000112648.8	Dbi
ENSMUST00000112688.10	Nifk
ENSMUST00000112701.8	Cdh7
ENSMUST00000112706.4	Serpinb8
ENSMUST00000112717.3	Serpinb3a
ENSMUST00000112724.3	Serpinb12
ENSMUST00000112729.3	Serpinb5
ENSMUST00000112730.8	Serpinb5
ENSMUST00000112736.8	Vps4b
ENSMUST00000112751.2	Bcl2
ENSMUST00000112842.8	Gin1
ENSMUST00000112844.10	Gin1
ENSMUST00000112845.8	Ppip5k2
ENSMUST00000112881.8	D2hgdh
ENSMUST00000112890.3	Dtymk
ENSMUST00000112893.2	Dtymk
ENSMUST00000112905.4	Thap4
ENSMUST00000112912.8	Septin2
ENSMUST00000112942.2	Mterf4
ENSMUST00000112944.8	Mterf4
ENSMUST00000112958.9	Kif1a
ENSMUST00000112998.2	Ankmy1
ENSMUST00000112999.8	Cops9
ENSMUST00000113094.9	Iqca1
ENSMUST00000113114.10	Trpm8
ENSMUST00000113130.8	Mroh2a
ENSMUST00000113134.8	Ugt1a6a
ENSMUST00000113135.6	Ugt1a7c
ENSMUST00000113137.2	Ugt1a6b
ENSMUST00000113138.8	Ugt1a6b
ENSMUST00000113139.2	Ugt1a8
ENSMUST00000113142.10	Ugt1a10
ENSMUST00000113186.8	Atg16l1
ENSMUST00000113190.3	Atg16l1
ENSMUST00000113212.4	Kcnj13
ENSMUST00000113230.8	Eif4e2
ENSMUST00000113231.4	Eif4e2
ENSMUST00000113232.8	Eif4e2
ENSMUST00000113233.8	Eif4e2
ENSMUST00000113235.8	Eif4e2
ENSMUST00000113270.3	Alpi
ENSMUST00000113306.4	B3gnt7
ENSMUST00000113309.9	Armc9
ENSMUST00000113344.8	Spata3
ENSMUST00000113360.8	Cab39
ENSMUST00000113385.3	Sp140
ENSMUST00000113396.3	Gm10552
ENSMUST00000113402.4	Gm7609
ENSMUST00000113407.11	Gm7592
ENSMUST00000113436.8	Daw1
