gene_name	transcript_name	transcript_id	gene_id	protein_id	gencode_basic
Sik2	Sik2-201	ENSMUST00000041375.11	ENSMUSG00000037112.17	ENSMUSP00000038761.11	True
Layn	Layn-204	ENSMUST00000217212.2	ENSMUSG00000060594.7	ENSMUSP00000150681.2	True
Layn	Layn-201	ENSMUST00000098782.4	ENSMUSG00000060594.7	ENSMUSP00000096379.4	True
Btg4	Btg4-203	ENSMUST00000213680.2	ENSMUSG00000032056.11	ENSMUSP00000149181.2	True
Btg4	Btg4-201	ENSMUST00000114431.4	ENSMUSG00000032056.11	ENSMUSP00000110074.3	True
Btg4	Btg4-202	ENSMUST00000213117.2	ENSMUSG00000032056.11	ENSMUSP00000151173.2	True
Hoatz	Hoatz-201	ENSMUST00000170947.3	ENSMUSG00000032057.10	ENSMUSP00000126725.2	True
Gm32742	Gm32742-201	ENSMUST00000210433.2	ENSMUSG00000110266.2	ENSMUSP00000148191.2	True
Pou2af1	Pou2af1-201	ENSMUST00000034554.9	ENSMUSG00000032053.9	ENSMUSP00000034554.8	True
Pou2af3	Pou2af3-201	ENSMUST00000114427.4	ENSMUSG00000079559.6	ENSMUSP00000110070.4	True
Pou2af3	Pou2af3-202	ENSMUST00000215038.3	ENSMUSG00000079559.6	ENSMUSP00000150539.2	True
Pou2af3	Pou2af3-203	ENSMUST00000239415.2	ENSMUSG00000079559.6	ENSMUSP00000159303.2	True
Pou2af2	Pou2af2-202	ENSMUST00000181366.3	ENSMUSG00000036027.15	ENSMUSP00000137735.3	True
Pou2af2	Pou2af2-204	ENSMUST00000249867.1	ENSMUSG00000036027.15	ENSMUSP00000159963.1	True
Pou2af2	Pou2af2-201	ENSMUST00000039959.11	ENSMUSG00000036027.15	ENSMUSP00000036912.5	True
Pou2af2	Pou2af2-203	ENSMUST00000238450.3	ENSMUSG00000036027.15	ENSMUSP00000158857.3	True
Arhgap20	Arhgap20-201	ENSMUST00000065496.12	ENSMUSG00000053199.14	ENSMUSP00000065633.6	True
Arhgap20	Arhgap20-204	ENSMUST00000130405.2	ENSMUSG00000053199.14	ENSMUSP00000120124.2	True
Fdx1	Fdx1-201	ENSMUST00000034552.8	ENSMUSG00000032051.10	ENSMUSP00000034552.7	True
Fdx1	Fdx1-202	ENSMUST00000214013.2	ENSMUSG00000032051.10	ENSMUSP00000150434.2	True
Rdx	Rdx-203	ENSMUST00000163153.9	ENSMUSG00000032050.19	ENSMUSP00000128249.2	True
Rdx	Rdx-201	ENSMUST00000000590.16	ENSMUSG00000032050.19	ENSMUSP00000000590.9	True
Rdx	Rdx-204	ENSMUST00000238858.2	ENSMUSG00000032050.19	ENSMUSP00000158900.2	True
Rdx	Rdx-202	ENSMUST00000061352.11	ENSMUSG00000032050.19	ENSMUSP00000055303.10	True
Zc3h12c	Zc3h12c-202	ENSMUST00000213645.2	ENSMUSG00000035164.9	ENSMUSP00000150821.2	True
Zc3h12c	Zc3h12c-201	ENSMUST00000165519.2	ENSMUSG00000035164.9	ENSMUSP00000127603.2	True
AI593442	AI593442-203	ENSMUST00000213937.2	ENSMUSG00000078307.4	ENSMUSP00000149532.2	True
AI593442	AI593442-201	ENSMUST00000098768.3	ENSMUSG00000078307.4	ENSMUSP00000096365.3	True
Ddx10	Ddx10-201	ENSMUST00000065630.8	ENSMUSG00000053289.9	ENSMUSP00000065198.7	True
Exph5	Exph5-201	ENSMUST00000051014.2	ENSMUSG00000034584.4	ENSMUSP00000062632.2	True
Poglut3	Poglut3-201	ENSMUST00000037853.5	ENSMUSG00000034487.5	ENSMUSP00000039313.4	True
4930550C14Rik	4930550C14Rik-203	ENSMUST00000215668.2	ENSMUSG00000005131.5	ENSMUSP00000150018.2	True
4930550C14Rik	4930550C14Rik-201	ENSMUST00000005262.2	ENSMUSG00000005131.5	ENSMUSP00000005262.2	True
4930550C14Rik	4930550C14Rik-204	ENSMUST00000217318.2	ENSMUSG00000005131.5	ENSMUSP00000149814.2	True
Atm	Atm-201	ENSMUST00000118282.9	ENSMUSG00000034218.17	ENSMUSP00000113388.3	True
Atm	Atm-206	ENSMUST00000232179.2	ENSMUSG00000034218.17	ENSMUSP00000156344.2	True
Npat	Npat-201	ENSMUST00000035850.8	ENSMUSG00000033054.8	ENSMUSP00000048709.8	True
Acat1	Acat1-201	ENSMUST00000034547.6	ENSMUSG00000032047.6	ENSMUSP00000034547.6	True
Cul5	Cul5-209	ENSMUST00000166367.8	ENSMUSG00000032030.18	ENSMUSP00000133144.3	True
Cul5	Cul5-210	ENSMUST00000240706.1	ENSMUSG00000032030.18	ENSMUSP00000159499.1	True
Cul5	Cul5-202	ENSMUST00000120122.8	ENSMUSG00000032030.18	ENSMUSP00000113490.2	True
Cul5	Cul5-201	ENSMUST00000034529.14	ENSMUSG00000032030.18	ENSMUSP00000034529.8	True
Rab39	Rab39-201	ENSMUST00000068449.4	ENSMUSG00000055069.4	ENSMUSP00000063804.4	True
Slc35f2	Slc35f2-201	ENSMUST00000048670.10	ENSMUSG00000042195.10	ENSMUSP00000046528.9	True
Sln	Sln-201	ENSMUST00000048485.7	ENSMUSG00000042045.7	ENSMUSP00000036950.6	True
Elmod1	Elmod1-201	ENSMUST00000048409.14	ENSMUSG00000041986.18	ENSMUSP00000046191.8	True
Tnfaip8l3	Tnfaip8l3-201	ENSMUST00000098760.5	ENSMUSG00000074345.5	ENSMUSP00000096356.4	True
Cyp19a1	Cyp19a1-201	ENSMUST00000034811.8	ENSMUSG00000032274.10	ENSMUSP00000034811.8	True
Cyp19a1	Cyp19a1-203	ENSMUST00000215736.2	ENSMUSG00000032274.10	ENSMUSP00000150729.2	True
Gldn	Gldn-201	ENSMUST00000056740.6	ENSMUSG00000046167.6	ENSMUSP00000056080.6	True
Dmxl2	Dmxl2-201	ENSMUST00000118163.8	ENSMUSG00000041268.18	ENSMUSP00000113705.2	True
Dmxl2	Dmxl2-202	ENSMUST00000118600.8	ENSMUSG00000041268.18	ENSMUSP00000113693.2	True
Sh2d7	Sh2d7-202	ENSMUST00000118413.3	ENSMUSG00000046460.16	ENSMUSP00000113298.3	True
Sh2d7	Sh2d7-201	ENSMUST00000060242.12	ENSMUSG00000046460.16	ENSMUSP00000053690.6	True
Cib2	Cib2-201	ENSMUST00000041901.7	ENSMUSG00000037493.7	ENSMUSP00000038527.7	True
Idh3a	Idh3a-205	ENSMUST00000217484.2	ENSMUSG00000032279.12	ENSMUSP00000150296.2	True
Idh3a	Idh3a-201	ENSMUST00000167866.2	ENSMUSG00000032279.12	ENSMUSP00000127526.2	True
Acsbg1	Acsbg1-201	ENSMUST00000034822.12	ENSMUSG00000032281.12	ENSMUSP00000034822.6	True
Dnaja4	Dnaja4-202	ENSMUST00000120452.8	ENSMUSG00000032285.16	ENSMUSP00000112520.2	True
Dnaja4	Dnaja4-201	ENSMUST00000070070.8	ENSMUSG00000032285.16	ENSMUSP00000070413.8	True
Skic8	Skic8-202	ENSMUST00000118771.8	ENSMUSG00000061559.16	ENSMUSP00000112811.2	True
Skic8	Skic8-205	ENSMUST00000130368.8	ENSMUSG00000061559.16	ENSMUSP00000123077.3	True
Skic8	Skic8-201	ENSMUST00000051822.13	ENSMUSG00000061559.16	ENSMUSP00000056359.7	True
Skic8	Skic8-203	ENSMUST00000121204.8	ENSMUSG00000061559.16	ENSMUSP00000113560.2	True
Crabp1	Crabp1-201	ENSMUST00000034830.9	ENSMUSG00000032291.9	ENSMUSP00000034830.9	True
Ireb2	Ireb2-201	ENSMUST00000034843.9	ENSMUSG00000032293.9	ENSMUSP00000034843.8	True
Hykk	Hykk-201	ENSMUST00000039742.8	ENSMUSG00000035878.14	ENSMUSP00000039980.8	True
AY074887	AY074887-201	ENSMUST00000054018.7	ENSMUSG00000044820.7	ENSMUSP00000049861.6	True
Psma4	Psma4-201	ENSMUST00000034848.14	ENSMUSG00000032301.14	ENSMUSP00000034848.8	True
Chrna5	Chrna5-201	ENSMUST00000093844.5	ENSMUSG00000035594.11	ENSMUSP00000091365.4	True
Chrna5	Chrna5-204	ENSMUST00000217408.2	ENSMUSG00000035594.11	ENSMUSP00000149366.2	True
Chrna5	Chrna5-202	ENSMUST00000213960.2	ENSMUSG00000035594.11	ENSMUSP00000150942.2	True
Chrna3	Chrna3-201	ENSMUST00000034851.7	ENSMUSG00000032303.9	ENSMUSP00000034851.6	True
Chrna3	Chrna3-203	ENSMUST00000238862.2	ENSMUSG00000032303.9	ENSMUSP00000158914.2	True
Chrna3	Chrna3-202	ENSMUST00000214204.3	ENSMUSG00000032303.9	ENSMUSP00000150636.3	True
Chrnb4	Chrnb4-201	ENSMUST00000034854.8	ENSMUSG00000035200.8	ENSMUSP00000034854.7	True
Ube2q2	Ube2q2-201	ENSMUST00000059555.15	ENSMUSG00000032307.17	ENSMUSP00000059798.9	True
Ube2q2	Ube2q2-202	ENSMUST00000121677.8	ENSMUSG00000032307.17	ENSMUSP00000113336.2	True
Ube2q2	Ube2q2-203	ENSMUST00000122441.2	ENSMUSG00000032307.17	ENSMUSP00000112745.2	True
Fbxo22	Fbxo22-201	ENSMUST00000034859.15	ENSMUSG00000032309.16	ENSMUSP00000034859.9	True
Fbxo22	Fbxo22-204	ENSMUST00000146201.8	ENSMUSG00000032309.16	ENSMUSP00000117106.2	True
Nrg4	Nrg4-213	ENSMUST00000164721.8	ENSMUSG00000032311.18	ENSMUSP00000130929.2	True
Nrg4	Nrg4-204	ENSMUST00000130158.8	ENSMUSG00000032311.18	ENSMUSP00000115247.2	True
Tmem266	Tmem266-202	ENSMUST00000085754.10	ENSMUSG00000032313.12	ENSMUSP00000082906.4	True
Tmem266	Tmem266-201	ENSMUST00000034862.5	ENSMUSG00000032313.12	ENSMUSP00000034862.5	True
Etfa	Etfa-201	ENSMUST00000034866.9	ENSMUSG00000032314.15	ENSMUSP00000034866.9	True
Isl2	Isl2-201	ENSMUST00000034869.11	ENSMUSG00000032318.13	ENSMUSP00000034869.5	True
Scaper	Scaper-202	ENSMUST00000214747.2	ENSMUSG00000034007.11	ENSMUSP00000149050.2	True
Scaper	Scaper-201	ENSMUST00000037408.9	ENSMUSG00000034007.11	ENSMUSP00000043411.9	True
Scaper	Scaper-204	ENSMUST00000216595.2	ENSMUSG00000034007.11	ENSMUSP00000149836.2	True
Scaper	Scaper-205	ENSMUST00000217647.2	ENSMUSG00000034007.11	ENSMUSP00000149750.2	True
Rcn2	Rcn2-201	ENSMUST00000114276.3	ENSMUSG00000032320.8	ENSMUSP00000109915.3	True
Pstpip1	Pstpip1-201	ENSMUST00000059206.8	ENSMUSG00000032322.15	ENSMUSP00000055823.8	True
Tspan3	Tspan3-201	ENSMUST00000034876.10	ENSMUSG00000032324.12	ENSMUSP00000034876.9	True
Tspan3	Tspan3-203	ENSMUST00000215906.2	ENSMUSG00000032324.12	ENSMUSP00000149496.2	True
Peak1	Peak1-204	ENSMUST00000188142.7	ENSMUSG00000074305.10	ENSMUSP00000139985.2	True
Peak1	Peak1-201	ENSMUST00000061552.15	ENSMUSG00000074305.10	ENSMUSP00000109901.3	True
Hmg20a	Hmg20a-201	ENSMUST00000034879.5	ENSMUSG00000032329.5	ENSMUSP00000034879.4	True
Hmg20a	Hmg20a-205	ENSMUST00000215269.2	ENSMUSG00000032329.5	ENSMUSP00000149698.2	True
Hmg20a	Hmg20a-203	ENSMUST00000214771.2	ENSMUSG00000032329.5	ENSMUSP00000149375.2	True
Hmg20a	Hmg20a-206	ENSMUST00000217518.2	ENSMUSG00000032329.5	ENSMUSP00000149359.2	True
Hmg20a	Hmg20a-204	ENSMUST00000214869.2	ENSMUSG00000032329.5	ENSMUSP00000150382.2	True
Ube2srt	Ube2srt-201	ENSMUST00000239472.2	ENSMUSG00000118653.2	ENSMUSP00000159342.2	True
Lingo1	Lingo1-201	ENSMUST00000053568.2	ENSMUSG00000049556.6	ENSMUSP00000059050.2	True
Lingo1	Lingo1-206	ENSMUST00000210032.2	ENSMUSG00000049556.6	ENSMUSP00000148179.2	True
Lingo1	Lingo1-203	ENSMUST00000114256.2	ENSMUSG00000049556.6	ENSMUSP00000109894.2	True
Lingo1	Lingo1-202	ENSMUST00000114247.2	ENSMUSG00000049556.6	ENSMUSP00000109885.2	True
Cimap1c	Cimap1c-201	ENSMUST00000055036.7	ENSMUSG00000045620.8	ENSMUSP00000060418.7	True
Cimap1c	Cimap1c-202	ENSMUST00000215694.2	ENSMUSG00000045620.8	ENSMUSP00000149166.2	True
Cspg4	Cspg4-201	ENSMUST00000035661.7	ENSMUSG00000032911.7	ENSMUSP00000038909.6	True
Snx33	Snx33-201	ENSMUST00000050916.7	ENSMUSG00000032733.7	ENSMUSP00000060225.6	True
Imp3	Imp3-201	ENSMUST00000034827.10	ENSMUSG00000032288.10	ENSMUSP00000034827.9	True
Snupn	Snupn-201	ENSMUST00000068856.5	ENSMUSG00000055334.5	ENSMUSP00000067200.5	True
Ptpn9	Ptpn9-201	ENSMUST00000034832.8	ENSMUSG00000032290.8	ENSMUSP00000034832.7	True
Sin3a	Sin3a-204	ENSMUST00000167715.8	ENSMUSG00000042557.15	ENSMUSP00000130641.2	True
Sin3a	Sin3a-208	ENSMUST00000168678.8	ENSMUSG00000042557.15	ENSMUSP00000126601.2	True
Sin3a	Sin3a-206	ENSMUST00000168177.8	ENSMUSG00000042557.15	ENSMUSP00000130221.2	True
Sin3a	Sin3a-207	ENSMUST00000168502.8	ENSMUSG00000042557.15	ENSMUSP00000128956.2	True
Sin3a	Sin3a-201	ENSMUST00000049169.6	ENSMUSG00000042557.15	ENSMUSP00000045044.6	True
Man2c1	Man2c1-211	ENSMUST00000160147.8	ENSMUSG00000032295.16	ENSMUSP00000125478.2	True
Man2c1	Man2c1-201	ENSMUST00000034836.16	ENSMUSG00000032295.16	ENSMUSP00000034836.10	True
Man2c1	Man2c1-215	ENSMUST00000161182.8	ENSMUSG00000032295.16	ENSMUSP00000124020.2	True
Neil1	Neil1-203	ENSMUST00000190245.7	ENSMUSG00000032298.14	ENSMUSP00000139917.2	True
Neil1	Neil1-202	ENSMUST00000186410.7	ENSMUSG00000032298.14	ENSMUSP00000141048.2	True
Neil1	Neil1-201	ENSMUST00000034842.5	ENSMUSG00000032298.14	ENSMUSP00000034842.5	True
Commd4	Commd4-201	ENSMUST00000065358.9	ENSMUSG00000032299.11	ENSMUSP00000069078.8	True
Trcg1	Trcg1-201	ENSMUST00000093837.5	ENSMUSG00000070298.7	ENSMUSP00000091357.4	True
1700017B05Rik	1700017B05Rik-201	ENSMUST00000034846.7	ENSMUSG00000032300.8	ENSMUSP00000034846.6	True
1700017B05Rik	1700017B05Rik-204	ENSMUST00000215298.2	ENSMUSG00000032300.8	ENSMUSP00000150452.2	True
1700017B05Rik	1700017B05Rik-202	ENSMUST00000213199.2	ENSMUSG00000032300.8	ENSMUSP00000150884.2	True
Ppcdc	Ppcdc-205	ENSMUST00000214144.2	ENSMUSG00000063849.7	ENSMUSP00000150210.2	True
Ppcdc	Ppcdc-209	ENSMUST00000214624.2	ENSMUSG00000063849.7	ENSMUSP00000150738.2	True
Ppcdc	Ppcdc-201	ENSMUST00000085709.6	ENSMUSG00000063849.7	ENSMUSP00000082856.5	True
Ppcdc	Ppcdc-207	ENSMUST00000214339.2	ENSMUSG00000063849.7	ENSMUSP00000149007.2	True
Scamp5	Scamp5-201	ENSMUST00000046587.8	ENSMUSG00000040722.8	ENSMUSP00000035898.7	True
Scamp5	Scamp5-203	ENSMUST00000214256.2	ENSMUSG00000040722.8	ENSMUSP00000150867.2	True
Rpp25	Rpp25-201	ENSMUST00000080514.9	ENSMUSG00000062309.9	ENSMUSP00000079358.8	True
Cox5a	Cox5a-201	ENSMUST00000000090.8	ENSMUSG00000000088.8	ENSMUSP00000000090.7	True
Fam219b	Fam219b-201	ENSMUST00000093833.6	ENSMUSG00000032305.16	ENSMUSP00000091353.5	True
Fam219b	Fam219b-202	ENSMUST00000114200.10	ENSMUSG00000032305.16	ENSMUSP00000109838.3	True
Mpi	Mpi-201	ENSMUST00000034856.15	ENSMUSG00000032306.15	ENSMUSP00000034856.9	True
Scamp2	Scamp2-201	ENSMUST00000045791.11	ENSMUSG00000040188.11	ENSMUSP00000038350.10	True
Ulk3	Ulk3-201	ENSMUST00000053230.7	ENSMUSG00000032308.10	ENSMUSP00000059947.7	True
Cplx3	Cplx3-201	ENSMUST00000045068.10	ENSMUSG00000039714.10	ENSMUSP00000046748.9	True
Cplx3	Cplx3-203	ENSMUST00000217015.2	ENSMUSG00000039714.10	ENSMUSP00000150682.2	True
Cplx3	Cplx3-202	ENSMUST00000215487.2	ENSMUSG00000039714.10	ENSMUSP00000149521.2	True
Lman1l	Lman1l-202	ENSMUST00000093832.11	ENSMUSG00000056271.14	ENSMUSP00000091352.5	True
Csk	Csk-201	ENSMUST00000034863.8	ENSMUSG00000032312.8	ENSMUSP00000034863.7	True
Csk	Csk-209	ENSMUST00000217314.2	ENSMUSG00000032312.8	ENSMUSP00000150984.2	True
Csk	Csk-204	ENSMUST00000215396.2	ENSMUSG00000032312.8	ENSMUSP00000150590.2	True
Cyp1a2	Cyp1a2-201	ENSMUST00000034860.5	ENSMUSG00000032310.5	ENSMUSP00000034860.4	True
Cyp1a1	Cyp1a1-202	ENSMUST00000216433.2	ENSMUSG00000032315.7	ENSMUSP00000150277.2	True
Cyp1a1	Cyp1a1-201	ENSMUST00000034865.6	ENSMUSG00000032315.7	ENSMUSP00000034865.5	True
Edc3	Edc3-201	ENSMUST00000043990.14	ENSMUSG00000038957.14	ENSMUSP00000049146.8	True
Clk3	Clk3-201	ENSMUST00000065330.8	ENSMUSG00000032316.9	ENSMUSP00000067341.8	True
Clk3	Clk3-205	ENSMUST00000215233.2	ENSMUSG00000032316.9	ENSMUSP00000150048.3	True
Arid3b	Arid3b-204	ENSMUST00000164010.8	ENSMUSG00000004661.16	ENSMUSP00000126889.2	True
Arid3b	Arid3b-209	ENSMUST00000171444.8	ENSMUSG00000004661.16	ENSMUSP00000130173.2	True
Arid3b	Arid3b-201	ENSMUST00000004780.16	ENSMUSG00000004661.16	ENSMUSP00000004780.10	True
Arid3b	Arid3b-202	ENSMUST00000098686.4	ENSMUSG00000004661.16	ENSMUSP00000096283.4	True
Ubl7	Ubl7-209	ENSMUST00000216925.2	ENSMUSG00000055720.11	ENSMUSP00000150925.2	True
Ubl7	Ubl7-201	ENSMUST00000163329.2	ENSMUSG00000055720.11	ENSMUSP00000126019.2	True
Ubl7	Ubl7-208	ENSMUST00000216841.2	ENSMUSG00000055720.11	ENSMUSP00000149748.2	True
Sema7a	Sema7a-201	ENSMUST00000043059.9	ENSMUSG00000038264.9	ENSMUSP00000042211.8	True
Cyp11a1	Cyp11a1-201	ENSMUST00000034874.14	ENSMUSG00000032323.14	ENSMUSP00000034874.8	True
Ccdc33	Ccdc33-201	ENSMUST00000042205.13	ENSMUSG00000037716.16	ENSMUSP00000040899.7	True
Ccdc33	Ccdc33-203	ENSMUST00000098682.10	ENSMUSG00000037716.16	ENSMUSP00000096279.4	True
Ccdc33	Ccdc33-210	ENSMUST00000215944.2	ENSMUSG00000037716.16	ENSMUSP00000149337.2	True
Ccdc33	Ccdc33-204	ENSMUST00000119665.2	ENSMUSG00000037716.16	ENSMUSP00000112613.2	True
Ccdc33	Ccdc33-202	ENSMUST00000098681.4	ENSMUSG00000037716.16	ENSMUSP00000096278.4	True
Stra6	Stra6-202	ENSMUST00000085677.9	ENSMUSG00000032327.15	ENSMUSP00000082820.3	True
Stra6	Stra6-201	ENSMUST00000034880.10	ENSMUSG00000032327.15	ENSMUSP00000034880.4	True
Stra6	Stra6-214	ENSMUST00000170397.8	ENSMUSG00000032327.15	ENSMUSP00000130232.2	True
Stra6	Stra6-213	ENSMUST00000167479.8	ENSMUSG00000032327.15	ENSMUSP00000128417.2	True
Islr	Islr-201	ENSMUST00000041477.15	ENSMUSG00000037206.16	ENSMUSP00000045142.8	True
Islr	Islr-202	ENSMUST00000168864.4	ENSMUSG00000037206.16	ENSMUSP00000126963.3	True
Islr2	Islr2-202	ENSMUST00000163200.3	ENSMUSG00000051243.15	ENSMUSP00000130879.2	True
Islr2	Islr2-204	ENSMUST00000165276.2	ENSMUSG00000051243.15	ENSMUSP00000129328.2	True
Islr2	Islr2-203	ENSMUST00000163897.8	ENSMUSG00000051243.15	ENSMUSP00000130322.2	True
Islr2	Islr2-205	ENSMUST00000170421.8	ENSMUSG00000051243.15	ENSMUSP00000127228.2	True
Islr2	Islr2-201	ENSMUST00000114144.9	ENSMUSG00000051243.15	ENSMUSP00000109781.3	True
Islr2	Islr2-210	ENSMUST00000215950.2	ENSMUSG00000051243.15	ENSMUSP00000149095.2	True
Pml	Pml-201	ENSMUST00000085673.11	ENSMUSG00000036986.17	ENSMUSP00000082816.5	True
Pml	Pml-202	ENSMUST00000114136.9	ENSMUSG00000036986.17	ENSMUSP00000109771.3	True
Pml	Pml-207	ENSMUST00000135310.8	ENSMUSG00000036986.17	ENSMUSP00000122854.2	True
Pml	Pml-211	ENSMUST00000153820.8	ENSMUSG00000036986.17	ENSMUSP00000118955.2	True
Stoml1	Stoml1-201	ENSMUST00000034883.7	ENSMUSG00000032333.7	ENSMUSP00000034883.6	True
Loxl1	Loxl1-201	ENSMUST00000061799.10	ENSMUSG00000032334.11	ENSMUSP00000057406.9	True
Tbc1d21	Tbc1d21-201	ENSMUST00000040217.6	ENSMUSG00000036244.6	ENSMUSP00000037525.5	True
Insyn1	Insyn1-201	ENSMUST00000085658.5	ENSMUSG00000066607.6	ENSMUSP00000082800.5	True
Insyn1	Insyn1-202	ENSMUST00000216294.2	ENSMUSG00000066607.6	ENSMUSP00000148914.2	True
Cd276	Cd276-202	ENSMUST00000165365.3	ENSMUSG00000035914.12	ENSMUSP00000129418.2	True
Cd276	Cd276-201	ENSMUST00000039788.11	ENSMUSG00000035914.12	ENSMUSP00000042681.5	True
Nptn	Nptn-211	ENSMUST00000177292.8	ENSMUSG00000032336.19	ENSMUSP00000135199.2	True
Nptn	Nptn-201	ENSMUST00000085651.12	ENSMUSG00000032336.19	ENSMUSP00000082793.6	True
Nptn	Nptn-205	ENSMUST00000176557.8	ENSMUSG00000032336.19	ENSMUSP00000135541.2	True
Nptn	Nptn-210	ENSMUST00000177064.8	ENSMUSG00000032336.19	ENSMUSP00000135316.2	True
Nptn	Nptn-204	ENSMUST00000176250.2	ENSMUSG00000032336.19	ENSMUSP00000135250.2	True
Rec114	Rec114-201	ENSMUST00000098674.6	ENSMUSG00000074269.11	ENSMUSP00000096271.5	True
Hcn4	Hcn4-201	ENSMUST00000034889.10	ENSMUSG00000032338.10	ENSMUSP00000034889.9	True
Neo1	Neo1-201	ENSMUST00000068664.7	ENSMUSG00000032340.9	ENSMUSP00000063656.6	True
Neo1	Neo1-202	ENSMUST00000214547.2	ENSMUSG00000032340.9	ENSMUSP00000150600.2	True
Adpgk	Adpgk-205	ENSMUST00000217570.2	ENSMUSG00000025236.12	ENSMUSP00000149882.2	True
Adpgk	Adpgk-201	ENSMUST00000026266.9	ENSMUSG00000025236.12	ENSMUSP00000026266.9	True
Bbs4	Bbs4-201	ENSMUST00000026265.8	ENSMUSG00000025235.9	ENSMUSP00000026265.7	True
Arih1	Arih1-207	ENSMUST00000171975.8	ENSMUSG00000025234.12	ENSMUSP00000126531.2	True
Arih1	Arih1-202	ENSMUST00000165322.2	ENSMUSG00000025234.12	ENSMUSP00000131516.2	True
Tmem202	Tmem202-201	ENSMUST00000055345.9	ENSMUSG00000049526.9	ENSMUSP00000053782.7	True
Hexa	Hexa-201	ENSMUST00000026262.8	ENSMUSG00000025232.9	ENSMUSP00000026262.7	True
Celf6	Celf6-203	ENSMUST00000118549.8	ENSMUSG00000032297.12	ENSMUSP00000112755.2	True
Celf6	Celf6-201	ENSMUST00000034840.10	ENSMUSG00000032297.12	ENSMUSP00000034840.4	True
Celf6	Celf6-204	ENSMUST00000121266.8	ENSMUSG00000032297.12	ENSMUSP00000113196.2	True
Celf6	Celf6-202	ENSMUST00000118164.3	ENSMUSG00000032297.12	ENSMUSP00000112403.2	True
Parp6	Parp6-201	ENSMUST00000026267.16	ENSMUSG00000025237.17	ENSMUSP00000026267.9	True
Parp6	Parp6-202	ENSMUST00000050483.15	ENSMUSG00000025237.17	ENSMUSP00000063065.8	True
Pkm	Pkm-201	ENSMUST00000034834.16	ENSMUSG00000032294.18	ENSMUSP00000034834.10	True
Pkm	Pkm-202	ENSMUST00000163694.4	ENSMUSG00000032294.18	ENSMUSP00000128770.3	True
Gramd2a	Gramd2a-203	ENSMUST00000128944.8	ENSMUSG00000074259.11	ENSMUSP00000116879.2	True
Gramd2a	Gramd2a-201	ENSMUST00000098661.10	ENSMUSG00000074259.11	ENSMUSP00000096258.4	True
Senp8	Senp8-201	ENSMUST00000051039.5	ENSMUSG00000051705.14	ENSMUSP00000054509.5	True
Senp8	Senp8-203	ENSMUST00000177963.8	ENSMUSG00000051705.14	ENSMUSP00000137228.2	True
Senp8	Senp8-202	ENSMUST00000163586.9	ENSMUSG00000051705.14	ENSMUSP00000129441.3	True
Senp8	Senp8-206	ENSMUST00000216329.2	ENSMUSG00000051705.14	ENSMUSP00000149463.2	True
Senp8	Senp8-207	ENSMUST00000217093.2	ENSMUSG00000051705.14	ENSMUSP00000150601.2	True
Myo9a	Myo9a-206	ENSMUST00000136740.8	ENSMUSG00000039585.16	ENSMUSP00000122852.2	True
Myo9a	Myo9a-205	ENSMUST00000135298.8	ENSMUSG00000039585.16	ENSMUSP00000117432.2	True
Myo9a	Myo9a-203	ENSMUST00000128341.2	ENSMUSG00000039585.16	ENSMUSP00000119401.2	True
Nr2e3	Nr2e3-201	ENSMUST00000034831.3	ENSMUSG00000032292.9	ENSMUSP00000034831.3	True
Thsd4	Thsd4-206	ENSMUST00000171654.8	ENSMUSG00000032289.16	ENSMUSP00000131418.2	True
Thsd4	Thsd4-202	ENSMUST00000098660.10	ENSMUSG00000032289.16	ENSMUSP00000096257.4	True
Thsd4	Thsd4-201	ENSMUST00000034829.6	ENSMUSG00000032289.16	ENSMUSP00000034829.6	True
Lrrc49	Lrrc49-201	ENSMUST00000053171.14	ENSMUSG00000047766.16	ENSMUSP00000057014.8	True
Lrrc49	Lrrc49-204	ENSMUST00000114034.9	ENSMUSG00000047766.16	ENSMUSP00000109668.3	True
Lrrc49	Lrrc49-202	ENSMUST00000065603.12	ENSMUSG00000047766.16	ENSMUSP00000070606.6	True
Lrrc49	Lrrc49-203	ENSMUST00000114032.8	ENSMUSG00000047766.16	ENSMUSP00000109666.2	True
Lrrc49	Lrrc49-210	ENSMUST00000166168.8	ENSMUSG00000047766.16	ENSMUSP00000128842.2	True
Larp6	Larp6-201	ENSMUST00000038407.6	ENSMUSG00000034839.6	ENSMUSP00000040309.6	True
Uaca	Uaca-202	ENSMUST00000214354.2	ENSMUSG00000034485.11	ENSMUSP00000151172.2	True
Uaca	Uaca-201	ENSMUST00000050183.7	ENSMUSG00000034485.11	ENSMUSP00000062047.7	True
Tle3	Tle3-204	ENSMUST00000159386.8	ENSMUSG00000032280.18	ENSMUSP00000125049.2	True
Tle3	Tle3-201	ENSMUST00000034820.16	ENSMUSG00000032280.18	ENSMUSP00000034820.10	True
Tle3	Tle3-215	ENSMUST00000162583.8	ENSMUSG00000032280.18	ENSMUSP00000124977.2	True
Tle3	Tle3-208	ENSMUST00000160882.8	ENSMUSG00000032280.18	ENSMUSP00000124131.2	True
Tle3	Tle3-217	ENSMUST00000162973.8	ENSMUSG00000032280.18	ENSMUSP00000124173.2	True
Tle3	Tle3-202	ENSMUST00000159050.8	ENSMUSG00000032280.18	ENSMUSP00000125032.2	True
Tle3	Tle3-210	ENSMUST00000161207.8	ENSMUSG00000032280.18	ENSMUSP00000124557.2	True
